Company Name,Contact First Name,Contact Last Name,Email,Phone,Lead Status,City,State,Website,Notes,Source Database,Business Type,Channel,Reply Received,Reply Summary,Date First Contacted,Notion URL
Raley's,,,quality_assurance@raleys.com,,TODO,,,https://www.raleys.com/vendors/prospective-vendors,"Researched 4/1. REQUIRES PHONE CALL FIRST. Must be pre-approved by a Raley's merchant/dept manager before submitting paperwork. Call (916) 373-3333 to schedule appointment. After approval: complete Trading Partner Authorization Packet, W-9, T&C, QA requirements, Syndigo product images. EDI required (offer RWebEDI for small vendors). Contact: raleystpm@raleys.com for payment changes, edi@raleys.com for EDI onboarding.",Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e8106856ce6d4f13a97a9
Fred Meyer / Kroger NW,,,suppliercompliance@kroger.com,,TODO,,,https://www.thekrogerco.com/become-a-vendor/supplier-hub/,Kroger NW division. Portland OR HQ. Supplier Hub registration required + DUNS number. suppliercompliance@kroger.com. Large regional candy aisle opportunity.,Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e814aaf86e6e3eff0495b
Market of Choice,,,,,TODO,,,https://marketofchoice.com/new-vendor-information/,Eugene OR HQ. Strong local emphasis — defines 'local' as able to deliver and return same day. Good entry point for emerging brands.,Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e816fb9f5d8776a4eedfc
Grocery Outlet,,,,,TODO,,,https://www.groceryoutlet.com/sell-your-products,Emeryville CA HQ. Known for speed — can make offers within hours. Requires $1M business liability. Uses RangeMe. High volume discount channel.,Wholesale Pipeline,Discount Retail,RangeMe,,,,https://www.notion.so/3364c0c42c2e81b4b6fff56e9fc7f3eb
New Seasons Market,,,,,TODO,,,https://www.newseasonsmarket.com/become-a-vendor-partner,"Portland OR HQ. Prefers Pacific NW-produced products. Requires retail-ready UPC, FDA compliance. Great specialty/local positioning.",Wholesale Pipeline,Discount Retail,Online Portal,,,,https://www.notion.so/3364c0c42c2e81bcb1f5caf2cbe1f4df
WinCo Foods,,,,,Applied,,,https://partners.wincofoods.com/,"Submitted vendor portal form 4/1 at partners.wincofoods.com. Company: USA Gummies LLC, Rep: Benjamin Stutman, Email: ben@usagummies.com. Accepted T&C. Redirected to login page — account likely created. Check email for WinCo vendor portal credentials.",Wholesale Pipeline,Discount Retail,Online Portal,,,2026-04-01,https://www.notion.so/3364c0c42c2e81c2b90df8175707d5e1
Haggen (NW Washington),,,,,TODO,,,https://www.haggen.com/new-vendor-submissions/,"NW Washington grocery chain, Woodinville WA HQ. Uses RangeMe for new vendor submissions. Selective but good local fit.",Wholesale Pipeline,Discount Retail,RangeMe,,,,https://www.notion.so/3364c0c42c2e81c6ae6ee41a2366b673
Nugget Markets,,,vendorrequest@nuggetmarket.com,,TODO,,,https://www.nuggetmarket.com/,"Davis CA HQ. Family-owned, upscale positioning. Email VendorRequest@nuggetmarket.com with Vendor Appointment form. Fast turnaround for buyer meetings. Demo line: (530) 399-3366.",Wholesale Pipeline,Discount Retail,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81e19144e1d34e6e1838
Terrible's (Terrible Herbst),,,info@terribleherbst.com,,TODO,,,https://terribles.com/contact/,"Las Vegas-based, NV/CA/UT/AZ operations. Regional decision-making, may move faster than national chains. Phone: (702) 798-6400. Email: info@terribleherbst.com",Wholesale Pipeline,C-Store Chain,Email Buyer,,,,https://www.notion.so/3364c0c42c2e8136b783ee5249265f1e
Roady's Truck Stops,,,,,TODO,,,https://roadys.com/,"Nation's largest independent truck stop brand. Partners with 100+ vendors. HQ Boise, ID. Phone: (888) 540-2909.",Wholesale Pipeline,Travel Center,Email Buyer,,,,https://www.notion.so/3364c0c42c2e819ba602fa61e4b07da9
EG America (Minit Mart / Cumberland Farms),,,,,TODO,,,https://www.eg-america.com/,"Parent of Cumberland Farms, Minit Mart, Kwik Shop, Tom Thumb, Turkey Hill. UK-owned EG Group subsidiary. HQ Westborough, MA. Multi-level approval process.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3364c0c42c2e81a58453fb2038d150bf
ExtraMile (Chevron),,,,,TODO,,,https://chevronextramile.com/contact/,"Chevron c-store brand, jointly operated with Jacksons Food Stores. Plans to double store count by 2029. HQ Pleasanton, CA.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3364c0c42c2e81c6b38bc338fc7d4f34
ampm (BP/ARCO),,,,,TODO,,,https://www.ampm.com/contact-us,"West Coast c-store chain owned by BP. Regional contacts: ARCOampmfranchisingnorth@bp.com (CA/OR/WA). HQ La Palma, CA. Strong Western US footprint.",Wholesale Pipeline,C-Store Chain,Email Buyer,,,,https://www.notion.so/3364c0c42c2e81e1b8c8ec7bd029cc7f
Aspen Skiing Company (Aspen/Snowmass),Michelle,Wilson,customercare@aspen.com,,Follow Up,,,https://shop.aspensnowmass.com/contactus,"9 Four Mountain Sports shops + 2 Aspen Collection locations. Phone: 800-525-6200. Aspen Collection: 970-920-6355. OUTREACH 4/1: Michelle Wilson identified as Manager, Retail & Buyer. Phone: (970) 923-1227. 117 Aspen Airport Business Center, Aspen, CO 81611. Ben needs to call Michelle directly.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e815ca21ee7a464775823
Mt. Bachelor,Evan,Holland,,,Follow Up,,,https://www.mtbachelor.com/culture/community/contact-us/,"West Village Sports Pro Shop. Resort-operated retail. Phone: 541-382-1709. 2765 NW Lolo Dr, Bend, OR 97703. OUTREACH 4/1: Evan Holland (Sales Manager, Retail) identified. Ben needs to call 541-382-1709 and ask for Evan Holland.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e816c829dfdf60ba12443
Pursuit / Glacier Park Collection,,,sales@pursuitcollection.com,,Draft in Gmail,,,,"Operates Glacier National Park lodges and retail. Phone: 406-892-2525. Also operates attractions in Banff, Jasper, and Iceland. Growing collection. OUTREACH 4/1: Email draft to Sales@PursuitCollection.com. Glacier NP + PNW proximity angle.",Wholesale Pipeline,National Parks,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e817ca844ee48051fc67b
Xanterra Travel Collection (Yellowstone NP),Adina,Starr,astarr@xanterra.com,,Draft in Gmail,,,,Operates Yellowstone lodges and retail. Dedicated Retail Systems Manager: Adina Starr. Also operates at other national parks including Grand Canyon South Rim. OUTREACH 4/1: Email draft to astarr@xanterra.com. Yellowstone + PNW proximity angle.,Wholesale Pipeline,National Parks,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e818eb5b1efab941b0dab
Rainier Guest Services (Mt. Rainier NP),,,,,Follow Up,,,,"Operates Mt. Rainier National Park gift shops and hospitality. Phone: (360) 569-2211 or (360) 569-2400. PO Box 108, Ashford, WA 98304. Washington state = local PNW angle. OUTREACH 4/1: Phone-only. Ben needs to call (360) 569-2211 and ask for retail buyer.",Wholesale Pipeline,National Parks,Email Buyer,,,,https://www.notion.so/3354c0c42c2e818f9b4edab001f531bf
ExplorUS (Crater Lake NP),,,,,Follow Up,,,https://www.explorecraterlake.com/contact-us,Operates Crater Lake gift shops + 60 properties nationally. Growing operator. Phone: 913-361-0171. OUTREACH 4/1: Contact form at explorecraterlake.com/contact-us. Ben needs to submit inquiry or call 913-361-0171.,Wholesale Pipeline,National Parks,Email Buyer,,,,https://www.notion.so/3354c0c42c2e819dbdd7ced5ee2e71ba
Big Sky Resort,Zack,Landen,,,Follow Up,,,,"Mountain Village + Big Sky Town Center retail. Operates own retail. Retail Director: Zack Landen. Lone Peak Logo Store: 406-995-5523. Phone: 800-548-4486. Big Sky, MT. OUTREACH 4/1: Phone-only. Ben needs to call 800-548-4486 and ask for Zack Landen (Retail Director) to discuss vendor placement.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81b3944bf4e30860e876
Crystal Mountain Resort,,,tcasello@skicrystal.com,,Draft in Gmail,,,https://shop.crystalmountainresort.com,"Owned by Alterra Mountain Company. Mountain Commons Lodge shop. Phone: 360-663-3012. Crystal Mountain, WA. OUTREACH 4/1: Email draft to TCasello@skicrystal.com. Local PNW angle.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81c18e62dcefa2589874
Aramark (Yosemite NP),,,submitproduct@aramark.com,,Draft in Gmail,,,,Operates Yosemite Hospitality via subsidiary. Active small/minority business vendor program. Large national footprint beyond parks. Has formal product submission process. OUTREACH 4/1: Email draft to submitproduct@aramark.com. Parks + health-conscious audience angle.,Wholesale Pipeline,National Parks,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81dea64ae81258e01418
Delaware North (Yellowstone/Olympic NP),,,,,Portal Documented,,,https://www.delawarenorth.com/for-our-suppliers/,Major concessionaire operating Yellowstone General Stores and Olympic NP retail. Centralized procurement with formal vendor manual. Multi-park operator = high value. OUTREACH 4/1: Vendor portal at delawarenorth.com/for-our-suppliers/ — has formal supplier registration. Ben needs to complete vendor application manually.,Wholesale Pipeline,National Parks,Online Portal,,,,https://www.notion.so/3354c0c42c2e81e7a52cf10bc5b90f5f
Pacific Science Center,,,,,Follow Up,,,https://pacificsciencecenter.org/contact/,"In-house retail. Phone: (206) 443-2001. Seattle, WA. No public vendor form or buyer email found. OUTREACH 4/1: Phone-only target. Ben needs to call (206) 443-2001 and ask for gift shop buyer/purchasing contact.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e8106905dc5c62e35d561
Mammoth Mountain Resorts,,,800mammoth@mammothresorts.com,,Draft in Gmail,,,,"The Village at Mammoth is largest merch HQ in town. Store email: MammothMountainStore@mammothresorts.com. Phone: 800-626-6684. Mammoth Lakes, CA. OUTREACH 4/1: Email draft to MammothMountainStore@mammothresorts.com. Year-round resort traffic angle.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e8192b7eaf35218750c94
Denver Museum of Nature & Science,,,,,Follow Up,,,https://shop.dmns.org/,"In-house Museum Shop. Gift Shop Phone: (303) 370-6366. Main: (303) 370-6000. Denver, CO. No buyer email found. OUTREACH 4/1: Phone-only target. Ben needs to call (303) 370-6366 and ask for gift shop buyer.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81a1bd4befc954a4694a
Jackson Hole Mountain Resort,,,retailorders@jacksonhole.com,,Draft in Gmail,,,,"Resort Store + JH Sports. Operates own retail. Phone: 307-734-6045. 50 N Center St, Jackson, WY 83001. JH Sports: 307-739-2687. OUTREACH 4/1: Email draft to retailorders@jacksonhole.com. Wyoming company + premium resort angle.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81a8bc59fafb17235cb7
Deer Valley Resort (Park City),,,shop@deervalley.com,,Draft in Gmail,,,,"Deer Valley Signatures shops at 3 locations: Main Street (435-658-1895), Silver Lake (435-615-6205), Plaza Mercantile. Park City, UT. Phone: 435-649-1000. OUTREACH 4/1: Email draft to shop@deervalley.com. Premium resort positioning angle.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81ac8c9ce8b702703283
OMSI (Oregon Museum of Science & Industry),,,,,Portal Documented,,,https://www.muzemerch.com,Gift shop operated by MuzeMerch (Event Network platform). OMSI Science Store: (503) 797-4626. Main: (503) 797-4000 / Info@OMSI.edu. OUTREACH 4/1: Route vendor inquiry through MuzeMerch (muzemerch.com) — same platform as Event Network. Can also be bundled with Event Network pitch.,Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81c880bbc88188ba7141
Exploratorium,Amy,Adkins,,,Follow Up,,,https://www.exploratoriumstore.com/pages/contact-us,"2 store locations (Pier 15 public, Pier 17 inside museum). In-house retail. Requires vendor proof of insurance. Amy Adkins (logistics, Pier 17). Phone: (415) 528-4444. San Francisco, CA. OUTREACH 4/1: Buyer email not publicly available. Ben needs to call (415) 528-4444 and ask for retail buyer, reference Amy Adkins.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81e4ad7accba2876d372
California Science Center,,,,,Follow Up,,,https://californiasciencecenter.org/visit/explorastore-gift-shop,"ExploraStore gift shop. State-operated facility. Phone: (213) 744-7422. May require CA state vendor registration. Very high visitor volume. Los Angeles, CA. OUTREACH 4/1: Phone-only target. Ben needs to call (213) 744-7422 and ask for ExploraStore buyer contact.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81ef9834f4de3b9a0a88
Arizona Science Center,,,hello@azscience.org,,Draft in Gmail,,,,"ScienceShop + MiniShop. In-house retail. Phone: (602) 716-2000. Phoenix, AZ. No specific buyer contact published. OUTREACH 4/1: Email draft to Hello@azscience.org. Science + candy impulse buy angle.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81fcb714d2be6011d4fa
Shark Reef Aquarium (Mandalay Bay),,,,,Follow Up,,,,"Located in Mandalay Bay, Las Vegas, NV. Gift shop at end of exhibit. Only AZA-accredited aquarium in Nevada. High tourist traffic. OUTREACH 4/1: Phone-only. Ben needs to call (702) 632-4555 and ask for gift shop vendor/buyer contact.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,,https://www.notion.so/3354c0c42c2e811e91a0cb01b62ad5df
Utah's Hogle Zoo (SSA Retail),,,,,Follow Up,,,,"Retail operated by Service Systems Associates (SSA) — manages retail at 40+ museums/zoos nationally. Rocky Shores + Wild Zootique Gift Shops. Phone: 801-584-1700. Salt Lake City, UT. OUTREACH 4/1: Phone-only. Ben needs to call zoo at 801-584-1700 or SSA corporate to find vendor submission process. SSA = multi-venue operator worth building relationship.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,,https://www.notion.so/3354c0c42c2e811fa40ce90b068fbdec
Downtown Aquarium Denver (Landry's),,,,,Follow Up,,,,"Operated by Landry's Restaurants, Inc. Treasure Chest Retail Store. 700 Water Street, Denver, CO. OUTREACH 4/1: Phone-only. Ben needs to call (303) 561-4450 and ask for retail vendor contact or contact Landry's corporate.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,,https://www.notion.so/3354c0c42c2e812ab81ae84529f7fdc6
Vail Resorts Retail,,,retailvendorrelations@vailresorts.com,,Draft in Gmail,,,https://www.vailresortsretail.com/pages/vendors,"Operates retail at Vail, Stevens Pass, and 250+ locations across North America. Centralized vendor relations email. Massive volume opportunity if approved. OUTREACH 4/1: Email draft to RetailVendorRelations@vailresorts.com. Mountain resort impulse buy angle.",Wholesale Pipeline,Outdoor Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81419c21ebefdc4d72aa
San Diego Zoo Wildlife Alliance,,,buyers@sdzwa.org,,Draft in Gmail,,,,"Largest zoo in the region. In-house retail (not Event Network). Written vendor submissions required. P.O. Box 120551, San Diego, CA 92112. Phone: 619-718-3000. Also operates Safari Park. OUTREACH 4/1: Email draft to buyers@sdzwa.org. Conservation + animal-shaped gummies angle.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81579cc8d26bfad94164
Cheyenne Mountain Zoo,,,info@cmzoo.org,,Draft in Gmail,,,,"In-house nonprofit operation. Thunder God Gift Shop + Cabin Gift Shop. Phone: 719-633-9925. Colorado Springs, CO. OUTREACH 4/1: Email draft to info@cmzoo.org.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81be85d8ee41ee29d8b5
Event Network (Multi-Venue Operator),,,,,Portal Documented,,,https://portal.eventnetwork.com,"HIGHEST PRIORITY. Operates gift shops at 6+ Western US zoos, 4+ aquariums, and OMSI. One relationship = many doors. Vendor Portal: portal.eventnetwork.com. Known buyers: Aisha Ellahi, Chloe Meyers. OUTREACH 4/1: Portal at portal.eventnetwork.com — Ben needs to submit vendor application. Also try contacting buyers directly. Web search shows they prioritize sustainability/conservation-aligned vendors.",Wholesale Pipeline,Attraction Retail,Online Portal,,,,https://www.notion.so/3354c0c42c2e81dc93afddc54a63d0c8
Zoo Boise,,,,,Follow Up,,,,"Zootique Gift Shop. Contracted vendor operator (not identified). Phone: (208) 608-7757. Boise, ID. OUTREACH 4/1: Phone-only. Ben needs to call (208) 608-7757 and ask for Assistant Zoo Director or vendor contract manager.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81eb8715c49e122ea48a
Los Angeles Zoo (GLAZA),,,,,Follow Up,,,,"Operated by Greater Los Angeles Zoo Association (GLAZA). International marketplace theme. Phone: (323) 644-4200. Los Angeles, CA. OUTREACH 4/1: Phone-only. Ben needs to call (323) 644-4200 and ask for retail/gift shop buyer.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81f19eb6f0fbe6861655
Paradies Lagardère,Debbie,Murphy (Receptionist) → forwarded to snack buying team,debbie.murphy@paradies-na.com,,In Review,,,https://paradies-na.com,"Submitted via business contact form 3/30. Debbie Murphy replied 3/31 asking for product info. Responded 4/1 with airport sell sheet + product photo attached. Debbie replied same day: 'I have sent your information to our snack buying team for review. They will reach out to you directly.' NOW WAITING FOR SNACK BUYER CONTACT. #1 airport retail operator in North America. 1,000+ airport stores.",Wholesale Pipeline,Attraction Retail,Email + Samples,,,2026-04-01,https://www.notion.so/3354c0c42c2e81f2b80efa38c09cd853
QuikTrip,,,,,Follow Up,,,https://quiktrip.com,"Known for quality. Category review cycle. 1,000+ stores. OUTREACH 4/1: No public vendor email. Ben needs to contact QT corporate and ask for candy category buyer. Professional networks may help identify buyer.",Wholesale Pipeline,C-Store Chain,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81159fa0dfe9b7a29279
Providence Health (PNW),,,,,Follow Up,,,https://providence.org,"Swedish Medical (Seattle), Providence St. Peter's (Olympia). 51 hospitals (WA/OR/CA/AK/MT). OUTREACH 4/1: Phone-only. No centralized vendor email found. Ben needs to contact individual hospital gift shop managers for faster decisions.",Wholesale Pipeline,Hospital System,Email Buyer,,,,https://www.notion.so/3354c0c42c2e812d9c54e15d215acf38
Cracker Barrel,,,,,Portal Documented,,,https://crackerbarrel.com/about/supplier-diversity,Vendor app requires financial info & production capacity. Worth the effort. American nostalgia IS their brand. Old Country Store sells candy in every location. OUTREACH 4/1: Portal at crackerbarrel.com/about/supplier-diversity — requires detailed vendor application with financial data. Ben needs to complete manually.,Wholesale Pipeline,Restaurant/Retail,Online Portal,,,,https://www.notion.so/3354c0c42c2e812d9ea9dc9623e6b81f
Mable (meetmable.com),,,,,Portal Documented,,,https://www.meetmable.com/start-selling,Enriched 4/1. Mable = grocery/specialty B2B platform. 12.5% commission on Mable-sourced orders only. FREE for existing relationships. Sign up at meetmable.com/sign-up. NOT YET SIGNED UP.,Wholesale Pipeline,B2B Platform,Online Portal,,,,https://www.notion.so/3354c0c42c2e812e9108cbe129e981c3
Kwik Trip,,,vendors@kwiktrip.com,,Draft in Gmail,,,https://www.kwiktrip.com/vendors,Employee-owned. 800+ stores (Midwest). OUTREACH 4/1: Email draft to vendors@kwiktrip.com. Also has portal at kwiktrip.com/vendors.,Wholesale Pipeline,C-Store Chain,Online Portal,,,2026-04-01,https://www.notion.so/3354c0c42c2e81358fedd850e983fa40
Plaid Pantry,,,,,TODO,,,https://plaidpantry.com,info@plaidpantry.com BOUNCED 4/1. Need to use website contact form at plaidpantry.com. Independently operated = faster decision. PNW territory.,Wholesale Pipeline,C-Store Chain,Email Buyer,,,,https://www.notion.so/3354c0c42c2e813d847ec16073347a3d
Costco (NW Regional),,,,,Follow Up,,,https://costco.com,"Start with NW regional buyer. Roadshow program lets you demo in-store. OUTREACH 4/1: Phone-only. Ben needs to call Costco corporate (425) 313-8100 in Issaquah, WA and request NW regional candy buyer. Roadshow is the path in.",Wholesale Pipeline,Wholesale Club,Email Buyer,,,,https://www.notion.so/3354c0c42c2e813f9b42c405910c7613
TravelCenters of America (TA/Petro),,,,,Portal Documented,,,https://ta-petro.com,Smaller than Pilot/Love's. May be more open to emerging brands. 280+ locations. OUTREACH 4/1: Check ta-petro.com for vendor portal. Ben needs to research and complete.,Wholesale Pipeline,Travel Center,Online Portal,,,,https://www.notion.so/3354c0c42c2e81429d14c286187d4387
Nassau Candy,,,help@nassaucandy.com,,TODO,,,https://www.nassaucandy.com/site/vendor/application/,info@nassaucandy.com BOUNCED 4/1. Need to use website contact form or find direct buyer email. nassaucandy.com has vendor inquiry process.,Wholesale Pipeline,Candy Distributor,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e81489a30c4677364ca14
7-Eleven,,,,,Portal Documented,,,https://corp.7-eleven.com/corp/business,"6-12 month review cycle. Submit now for holiday season. 13,000+ stores. OUTREACH 4/1: Vendor portal at corp.7-eleven.com/corp/business. Also uses RangeMe for product discovery. Ben needs to submit through portal and/or RangeMe.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3354c0c42c2e814b9cfaf2332583eb87
Stinker Stores,,,contactus@stinker.com,,TODO,,,https://stinker.com,info@stinker.com BOUNCED 4/1. Need to use website contact form at stinker.com or call 208-336-0650. Family-owned since 1937. Idaho footprint. Close to Spokane distribution.,Wholesale Pipeline,C-Store Chain,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e815b9172d001418d6d4f
Great Wolf Lodge,K.C.,Higdon (Mgr Retail & Merchandising),khigdon@greatwolf.com,,Applied,,,https://greatwolf.com,"Email sent 4/1 to K.C. Higdon (Mgr Retail & Merchandising) at khigdon@greatwolf.com with sell sheet. DELIVERED — no bounce. 90%+ of retail is GWL branded — harder target. HQ: 350 N Orleans St, Chicago IL.",Wholesale Pipeline,Family Resort,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e815b98c8c6ff9aa89845
ZAG Buyers Group,Judy,"Rancour (ZAG Contact, St. Louis Zoo)",rancour@stlzoo.org,,Applied,,,https://zaggift.com/join-us/new-sponsors/,"Email sent 4/1 to Judy Rancour (rancour@stlzoo.org). DELIVERED — no bounce. Previous attempts to sheila@zaggift.com and info@zaggift.com both bounced. Sponsor program: $900/yr standard, $1,800/yr gold. 340+ buyers from 290+ institutions.",Wholesale Pipeline,Zoo/Aquarium,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e815dbf27cffa516c5cbe
Tundra,,,,,Rejected,,,https://tundra.com,Enriched 4/1. Tundra = 0% commission B2B wholesale platform. Free shipping over $500. Sign up at tundra.com. NOT YET SIGNED UP.,Wholesale Pipeline,B2B Platform,Online Portal,,,,https://www.notion.so/3354c0c42c2e8162ad7aecc2148c9ffe
Event Network,Aisha,Ellahi (Dir. of Purchasing),aellahi@eventnetwork.com,,Applied,,,https://www.eventnetwork.com/contact,"Email sent 4/1 to Aisha Ellahi (Dir. of Purchasing) at aellahi@eventnetwork.com with sell sheet attached. DELIVERED — no bounce. Vendor portal: portal.eventnetwork.com. Also Candice Davidson (Dir. Purchasing & Process). HQ: 9606 Aero Drive Suite 1000, San Diego CA 92123.",Wholesale Pipeline,Attraction Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e816385acc84c08acc581
Sheetz,,,,,Follow Up,,,https://sheetz.com,"Mid-Atlantic footprint. Quarterly category review. 700+ stores (East Coast). OUTREACH 4/1: Phone-only. Call 1-800-487-5444 or 1-800-765-4686. Address: 5700 6th Avenue, Altoona, PA 16602. Ben needs to call and request candy/snack buyer.",Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3354c0c42c2e8180bcbdc544e503724e
Abound,,,,,Rejected,,,https://helloabound.com,Enriched 4/1. Abound = B2B wholesale platform for boutiques/gift shops. Net 60 payment. 10K+ boutiques. Sign up at helloabound.com. NOT YET SIGNED UP.,Wholesale Pipeline,B2B Platform,Online Portal,,,,https://www.notion.so/3354c0c42c2e81838480f9e52cf375af
WNPA (Western National Parks Assoc),,,,,Applied,,,,Emailed 3/30. Follow up.,Wholesale Pipeline,National Parks,Already Submitted,,,2026-03-30,https://www.notion.so/3354c0c42c2e81889e74e8d2b42b2043
RaceTrac,,,,,Portal Documented,,,https://racetrac.bonfirehub.com,Growing chain. 700+ stores (Southeast). OUTREACH 4/1: Vendor portal at racetrac.bonfirehub.com/login (Procure to Pay). Phone: 1-888-636-5589. Ben needs to register and submit.,Wholesale Pipeline,C-Store Chain,Online Portal,,,,https://www.notion.so/3354c0c42c2e818db476f75411754ef5
Bass Pro / Cabela's,,,vendorrelations@basspro.com,,Draft in Gmail,,,https://www.vendorportal.basspro.com,Stocks candy near checkout. Made in USA on-brand. 170+ stores. OUTREACH 4/1: Email draft to vendorrelations@basspro.com. Also has vendor portal at vendorportal.basspro.com.,Wholesale Pipeline,Outdoor Retail,Online Portal,,,2026-04-01,https://www.notion.so/3354c0c42c2e8196a900e5e5b999bc00
Five Below,,,coolbuyers@fivebelow.com,,Draft in Gmail,,,https://fivebelow.com,Email coolbuyers@fivebelow.com. Need ~$2.00-2.50 wholesale. Low margin but massive volume. OUTREACH 4/1: Email draft to coolbuyers@fivebelow.com. $4.99 fits $5-and-below model + dye-free trend angle.,Wholesale Pipeline,Discount Retail,Email Buyer,,,2026-04-01,https://www.notion.so/3354c0c42c2e8198a797d2374d63e083
Xanterra Travel Collection,Renee,Rice (Retail Buyer),rrice@xanterra.com,,Samples Sent,,,https://xanterra.com,"Renee Rice (Retail Buyer) asked for samples 3/30. Samples shipped 4/1 via UPS tracking 1Z0762WC0338640514 to: 6312 S. Fiddlers Green Circle Suite 600N, Greenwood Village CO 80111. Confirmation email sent 4/1. Follow up when tracking shows delivered.",Wholesale Pipeline,National Parks,Email + Samples,,,2026-03-30,https://www.notion.so/3354c0c42c2e819aae63ca0176f0e048
Kelli's Gifts (Lumajak),,,customerservice@kellisgifts.com,,TODO,,,https://www.kellisgifts.com/new-vendors/,"info@kellisgifts.com BOUNCED. customerservice@kellisgifts.com ALSO BOUNCED. Only path is physical samples mailed to: Attn: New Product Review, 3311 Boyington Drive Suite 400, Carrollton TX 75006. Phone: 972-759-7000. Must include UPC codes, packaging/pricing info. Parent: Lumajak. NEXT: Mail physical samples with sell sheet.",Wholesale Pipeline,Hospital Distributor,Email + Samples,,,2026-04-01,https://www.notion.so/3354c0c42c2e81a58128c75fcccbceeb
Scheels (Fuzziwig's Candy Factory),,,,,Follow Up,,,https://scheels.com,Every Scheels has Fuzziwig's Candy Factory inside. They carry branded candy. 35 stores (each 200K+ sqft). OUTREACH 4/1: No centralized vendor email found. Fuzziwig's operates as store-within-store. Ben needs to contact individual Scheels locations or HQ to find candy category buyer.,Wholesale Pipeline,Sporting Goods,Email Buyer,,,,https://www.notion.so/3354c0c42c2e81a6ab2be3f8e9caaef9
nsingh@hudsongroup.com,,,nsingh@hudsongroup.com,,Sent,,,,,Email Activity Log,,B2B Direct,Yes,"RE: New Vendor Registration — American-Made, Dye-Free Gummy Bears | USA Gummies",2026-04-06,https://www.notion.so/33a4c0c42c2e81ca810aff9ffe07dc19
jwilliams@junglejims.com,,,jwilliams@junglejims.com,,Sent,,,,,Email Activity Log,,B2B Direct,Yes,New Vendor,2026-04-05,https://www.notion.so/33a4c0c42c2e81e2a782cc50090e51d1
contactus@stinker.com,,,contactus@stinker.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-04,https://www.notion.so/33a4c0c42c2e8105809df3864304f91e
